cibil_score,annual_income,employment_years,loan_amount,loan_term_months,residential_assets,commercial_assets,existing_liabilities,loan_status
872,3847726,29.3,914059,24,3585251,490678,900533,0
886,2062657,6.0,627234,60,79650,4822851,632650,0
874,1432690,4.1,1610285,12,2464227,1853821,1959784,1
824,2864049,18.8,2283311,12,3274040,4195405,2592623,0
573,2978533,9.6,1156654,24,7811583,3122761,765292,0
415,651676,4.0,1018870,24,6623494,3310917,2685571,0
670,2912541,18.0,1114961,48,1172906,3902725,1224275,0
432,940658,22.8,1209752,24,1582,1325744,248075,1
584,2930365,23.8,2969088,24,4230302,1087996,967267,1
694,4672615,4.7,2021161,12,4269117,4983890,2621770,0
868,2777947,16.7,1902987,120,5883060,3339928,2425494,0
473,3855237,24.4,691978,84,2075805,1461147,2185481,0
451,1686580,4.8,2201006,24,6497502,3229348,1196257,0
741,4629148,6.2,3851401,12,3302148,1968338,2327131,1
303,4101239,0.1,2994776,84,2676606,4298081,2130844,1
640,4600066,15.7,1815430,60,3362438,2541188,2375446,0
748,3759663,5.8,1262533,120,7555965,1568737,1673316,0
631,3317085,21.7,1441503,24,3134035,3451847,1521700,0
530,2720008,28.9,156105,36,4484627,3750460,2900311,0
797,4655546,6.3,165326,12,7135601,1863264,2840723,0
522,4271324,19.5,3116581,36,146267,3760000,1608505,1
727,2200180,6.4,3380855,24,4291709,1170747,601079,0
578,611130,0.5,3875791,12,5666709,1195972,1226914,1
315,217357,22.8,2522044,48,7229974,4132605,1514895,1
618,1320714,13.0,3720292,120,492110,3105789,2031376,1
329,500341,28.4,1694800,60,5813939,175693,955658,1
859,1215209,16.0,1053631,84,6420428,3375811,136216,0
661,725539,4.7,1019854,84,2808960,1529298,2467294,1
523,4909050,13.5,984725,120,5968961,1372142,2847030,0
592,657696,6.1,2993293,12,3948509,2120387,248102,0
672,3209078,26.3,89246,24,5264756,2259000,955483,0
456,1888171,20.7,3784625,60,3118868,4459229,1301035,1
473,1036234,10.2,3110513,84,1417495,2178889,2281262,1
551,3566100,15.8,1554198,84,6628595,1483382,2320433,0
455,4858664,20.1,2822341,84,1731571,3867548,1029959,0
755,3995115,23.5,582760,36,1500782,2713479,937023,0
362,4881148,2.4,1754000,36,7088680,3456,1215530,0
796,3033024,0.7,481319,12,7491299,3160983,721429,0
509,3433158,3.4,492783,36,4874560,2505133,1309562,0
637,902893,11.8,75129,24,4643396,2873019,787647,0
394,4291599,14.0,3193453,120,2886353,921704,180718,1
531,3789928,4.1,2988624,12,4894064,2391827,2140771,0
753,1419315,12.3,3577251,36,4873784,3234210,2361445,0
462,1903049,13.2,3926512,120,4134411,3384673,860348,1
379,3132273,3.3,3860919,120,5241087,3401844,1202484,1
613,262368,27.5,3971631,36,4435972,4987999,1208051,0
397,4125982,18.0,112644,48,7033795,2505633,66410,0
489,1546825,11.7,3147579,48,5341403,2149538,1637004,1
570,559891,15.2,2906727,84,3081678,2710148,1375260,0
639,1786882,9.4,690626,84,5240282,1644674,2822281,1
684,4211690,25.6,590403,48,1840818,1575291,1115284,0
706,1516378,17.3,3911953,36,1713176,3450957,2383043,1
807,2788115,14.8,3536031,36,6614657,1566613,1171823,0
339,4096977,27.3,1344863,60,4659521,3744865,555845,0
517,361813,25.1,345327,84,429955,3725586,1045982,0
300,3847647,24.4,1367797,12,2837011,4767017,2649253,0
305,1585726,6.8,71005,84,7873951,658656,768944,0
427,3538650,4.6,2764981,48,5096243,1816451,2534303,1
659,1102842,20.7,1551612,24,6948785,3857517,1996422,0
837,867224,14.1,243744,12,4382677,2145894,2235674,0
764,3983831,20.5,3919896,36,340828,3275066,2257513,1
688,4077603,22.8,3311791,24,1437439,3676388,1550718,1
767,4910363,8.9,3623686,12,736966,4422374,1805565,0
403,3450445,8.5,3989325,36,5877872,1130584,209444,1
804,2436221,14.7,105982,84,6052997,1300723,2097161,0
835,1135221,8.2,3111526,84,3656108,2354430,2134516,0
357,1617044,20.0,3160736,24,5795461,2530895,311095,1
582,3310851,22.4,3137622,60,4411532,4525331,1555027,0
798,1861294,14.2,1096964,48,5918538,194947,1526841,0
586,2520856,21.7,1591739,84,5381143,1226361,929325,0
805,1006707,15.3,3720105,24,3644875,4562533,198401,1
862,2308880,21.4,310389,12,5222974,3073277,29814,0
585,1342266,6.7,2582263,36,2548875,3376957,625653,1
335,738191,22.2,3181037,120,5991431,1248483,693147,1
504,833351,21.5,3202276,48,7309250,3114376,635767,1
429,2687861,8.0,2408775,12,1654014,1849159,1817071,1
584,1958822,16.7,3079111,120,5336319,3663446,1263458,0
652,679672,25.7,3641888,84,883129,452695,336919,1
578,2668635,7.5,3075143,48,3019995,1421644,251770,1
417,988416,22.1,508053,84,5353437,3223087,1966256,1
481,274132,28.6,1015933,24,2219273,3019301,2803645,1
708,836222,26.0,1255236,60,1887879,4201851,2459017,0
316,2352916,12.0,1405219,120,3071076,4004610,2273235,1
428,4779720,18.2,1474592,48,916839,72183,954535,0
836,1360025,29.8,918454,12,5003541,451472,2111968,0
359,1567350,17.1,2748955,84,1049900,1771440,245956,1
549,1364742,3.5,485435,84,2665290,4794085,514099,0
424,1904981,1.4,3161594,84,2502401,2385858,419096,0
362,3643169,23.7,2651641,60,7743110,4459434,551062,0
554,1745987,12.7,3846031,12,7934297,296228,1073727,1
613,3356330,7.4,75824,12,634449,4815095,130932,0
405,4511603,10.4,1216858,84,1258082,305509,2440303,1
346,4741675,22.7,3598429,84,5857490,4041743,2145103,0
380,2902236,14.0,1999864,12,2388292,4384569,1902836,1
691,3623549,26.1,2265632,60,5152809,1471555,526415,0
817,4611968,22.0,164395,48,7365874,1504136,2603663,0
408,3976120,29.2,3060326,36,1302805,2907777,19166,0
492,1639639,26.7,1049302,60,7706465,3610328,2983282,0
506,833736,7.6,3854348,120,419896,600812,2180371,1
516,751206,19.8,1527314,84,1830747,1184594,607698,1
446,4433851,0.6,795058,24,4060560,3770834,590332,0
333,2869849,29.7,2395535,48,7043622,4037493,2084465,0
615,1622461,7.8,1935849,120,4431089,768198,2424464,1
514,1858577,19.9,1909840,24,1111343,4448046,1399550,0
505,1552071,25.5,3801903,84,1991359,4334120,180264,1
459,4049153,4.8,1489676,48,6092292,4339749,1480434,0
858,3139562,25.4,1620935,48,4492600,1202785,1438300,0
666,4421233,0.4,2515108,24,104065,3345790,976744,0
551,1648508,13.3,723129,120,4012552,802059,2708968,0
423,2468353,14.2,3323032,48,3252957,982086,1027536,1
781,784326,11.2,958091,60,4654,354521,730712,1
833,4862524,17.6,1004640,48,1978681,2465440,2028846,0
319,2656946,27.4,92327,12,7482698,3556826,1854864,0
858,2854462,9.8,1404360,84,5632064,993777,1862409,0
720,2185600,17.4,2351710,36,566388,931019,1512153,0
359,1500418,26.3,2834449,24,128449,1384808,955511,1
752,4752347,23.2,3599257,84,2767518,988339,772815,0
364,2547082,1.2,3122866,24,3719214,4164502,355742,1
330,3438904,28.3,1318018,60,3627775,848483,557009,0
369,379089,1.4,3310318,48,5573832,1392491,1734724,1
576,1524465,17.7,818494,84,1386888,1528975,1218352,0
672,4059206,17.3,876858,12,373639,1013546,2218189,0
544,621607,23.6,1464357,84,5381401,4706058,2412878,0
373,686888,4.5,2180105,24,7179202,1048045,1675865,1
419,4087226,5.4,852365,120,1341894,2433108,313949,0
812,1681993,22.6,3605044,36,2889579,2830706,10952,0
878,1514618,4.5,1117582,12,5013234,1304389,685388,0
753,2913519,14.1,1598204,48,1322126,2356228,846946,0
362,1135624,21.9,2439748,12,6879610,851953,220958,0
792,406280,19.5,1748038,24,1803716,2414133,2335738,1
715,221359,6.3,1645359,84,4260761,94507,1101256,1
616,580721,9.1,3940051,48,2711247,2195114,2227645,1
386,960949,29.1,1771707,60,5339318,1824963,626438,0
899,3541359,13.5,496558,120,1587001,1752850,31230,0
566,1630163,1.3,2934540,48,785830,550307,410910,1
326,544530,6.6,2837128,48,4084630,4993735,1410889,1
426,269237,10.3,914813,12,6921789,135060,1439076,1
541,2489998,30.0,3408228,36,5063454,730499,1311954,1
337,4232614,9.1,1598151,84,6044789,514898,2878397,1
494,1825739,0.8,645634,12,3467441,4888567,1956844,0
581,506484,15.4,731196,36,1120963,1592607,2195806,1
870,1294781,2.5,2872090,12,3416257,2154787,374940,1
351,2596964,8.2,903346,120,7899970,3754319,1396721,0
646,1106138,29.8,1905466,48,6253596,252311,1864246,0
850,4896697,21.1,2949697,60,5628289,334931,1754346,0
784,3864374,1.5,3418919,60,2408134,912592,2840755,1
855,1853979,13.5,1984106,24,4797285,3393370,1427156,0
402,4767403,5.1,3634437,12,4982151,4892458,1115248,1
781,1760100,3.7,1245350,36,5233579,3102713,2833134,0
888,872862,17.6,3496316,24,7143373,4360873,1012069,1
495,4703763,15.2,1038766,36,5452613,4409951,1710606,0
599,4806470,22.3,304321,36,1772115,1381844,84820,0
619,1700753,26.8,2915100,84,1772552,919935,496711,1
596,3054860,7.4,3039579,36,4959206,800736,172185,1
474,1031804,27.7,3708984,24,6929627,3971339,1253510,1
883,3279970,15.5,3690034,120,7583775,3347127,2794718,0
874,3512569,7.8,453867,12,4877270,4324326,213843,0
528,3607647,25.4,2504326,24,4238362,2535842,2926506,0
783,2929930,1.1,2832513,36,6528150,4882421,2606909,0
538,3579771,16.8,2423461,12,7815182,4470401,16925,0
777,2864235,21.6,123855,120,222975,4042747,46292,0
651,4135094,8.4,227771,36,2480368,4015771,2702039,0
582,1062018,25.9,2698663,84,2670842,618841,1755848,1
376,2520650,7.2,3431331,12,4514351,3723934,521880,1
693,2198697,25.2,757823,48,2359082,4735645,2861493,0
492,2760121,2.4,233294,12,2488286,1460784,1684076,0
430,881998,4.8,1645830,24,195267,4074961,1905646,1
416,1754369,11.4,1288363,36,29755,1750028,2034423,0
890,4779876,25.6,3932470,120,3599886,1061626,604853,0
362,705236,4.3,3707160,36,7978465,3652752,1077176,1
779,3249474,26.3,2254523,84,2365104,825987,386031,0
820,3390273,6.9,3801494,12,1920480,2406318,1586964,0
318,2477675,13.6,953807,24,2115499,4682071,2961945,1
654,361327,10.6,3968008,60,7784816,784400,1882627,1
647,364909,3.5,1815642,48,5310786,778493,2075983,0
515,1523048,28.3,1931789,48,5224263,4714557,581779,0
700,692067,13.1,249700,60,1514981,3885517,1625859,0
545,652303,20.7,750846,12,7231469,2308066,2982770,0
564,968581,17.3,817952,60,1573712,2026296,264335,0
559,1115490,15.1,1977381,120,7737622,4819981,611645,0
781,4224683,18.5,799688,84,7619623,3619027,2159635,0
680,3265909,27.0,454136,24,4542634,4541098,31015,0
527,345967,21.0,2440196,36,6945440,459256,619778,1
856,3216688,16.0,3496518,120,7997531,2652416,2832854,0
782,856202,19.4,326349,84,4642890,3625292,57496,0
860,2221064,18.2,2264122,120,6138640,178833,1287383,0
739,382618,13.0,3843138,120,4725243,2559557,989813,1
535,632825,18.7,1647798,48,4190516,278185,1195859,1
764,836456,13.3,772696,12,2677513,4501892,774180,0
497,2280195,22.7,364146,24,5239546,3404779,827014,0
462,2422788,29.1,3748518,36,2138192,941992,2282195,1
571,1893175,28.8,1650701,84,1554171,2607288,77495,0
882,3176813,24.6,465371,24,2203613,546780,388659,0
641,3658204,18.1,3471457,36,88260,4019287,793704,0
530,3697918,22.5,3217953,84,7470811,981101,2479468,1
577,2979328,5.3,2828454,24,2054315,3036383,1179901,0
475,2818669,14.4,383210,60,6399511,392876,104452,0
695,2559516,7.7,375699,48,3479767,789506,1560988,0
510,1342086,0.1,914519,120,2715464,4900753,1882018,0
633,2537514,29.0,681633,48,1824420,1929251,1372933,0
522,248470,25.9,2150817,48,6565702,614283,265924,0
492,4838226,15.4,1599618,84,4112287,3499429,2637109,0
883,1976449,7.6,3073001,120,3597724,1004254,2574558,0
507,3830213,20.8,450431,84,5263553,2947064,2733990,0
342,4792180,13.0,2925426,60,6420971,4048429,2891801,0
527,2585502,24.1,3739463,120,5246351,3417082,951465,1
619,4336771,30.0,565808,120,3742807,1233772,1264982,0
356,2500269,10.5,2626554,84,7150116,1184812,2878664,1
483,834987,7.3,2060589,36,7165241,1111466,1349274,0
399,327099,8.0,424550,60,7730553,3159730,2594803,0
600,850987,2.8,1206675,24,728031,3361549,1943129,1
734,4724045,11.8,3162827,48,7125560,2604846,2782905,0
882,2480520,0.5,3482577,48,1545420,1993826,31232,0
533,1732035,3.4,1505203,120,4961400,310478,2118993,1
818,2341093,8.2,470770,48,5263902,4177396,2402511,0
428,1428507,4.8,1017239,120,1646113,3300851,594815,0
769,4378655,22.0,3381558,84,65011,3191347,2206231,0
638,4997163,3.2,2301441,84,7547610,518603,585683,0
755,607597,26.0,1750409,24,7129850,1441073,2714453,0
754,3649711,6.6,102819,84,1398883,1518952,2725955,0
619,1810881,3.3,3141663,24,4810644,2989616,11136,1
454,427346,0.3,1888321,60,1211419,3936638,1521136,1
616,4626610,21.5,2203774,48,4532349,4332308,1147473,0
796,497050,7.7,3383030,24,2540554,2610410,2671402,1
883,1188331,15.3,2271469,120,6013360,1822415,960827,0
857,322407,3.3,3715828,120,4588845,2040530,2161644,0
409,2462159,29.6,2260245,60,3984583,3682354,350144,0
659,3078171,3.8,1403091,12,5451781,1590428,637537,0
362,1739231,12.4,3694611,24,3806295,2079165,2955694,1
702,543509,25.5,2587625,24,106341,3931279,1154279,1
896,757544,7.3,3053628,120,4767623,2715367,2297523,1
331,4680265,8.0,945952,36,6224178,2338591,2903476,0
694,4068401,24.3,2700656,12,3922974,3668500,2895664,0
868,4697152,8.2,2262842,60,1400156,1443142,58748,0
809,2747858,0.1,465504,120,62739,302636,698030,0
535,2821060,12.8,1053409,48,2371879,3941925,2143752,0
362,3972785,0.4,3651026,48,6144346,2274748,2780390,1
855,3159867,27.3,2306858,24,2576694,1627371,2936340,0
853,2294916,19.3,3108497,120,7649209,476067,2160789,1
647,1601093,17.5,728302,12,2659568,4631571,312440,0
888,2530436,6.0,910534,120,3420933,3625028,2227547,0
302,507068,21.0,3767869,24,6082941,1370379,815978,1
670,1123752,20.3,1709669,12,4911521,3039031,2425850,0
323,3739810,1.8,3553324,36,327554,2321688,1641039,1
862,4366659,26.4,3242934,12,610238,1634648,551628,0
708,688572,17.4,1380827,12,1572142,1558073,2531295,1
848,665153,23.8,3800562,24,6973034,381407,2966556,1
638,610676,7.9,3117819,60,178553,4873894,1519536,1
350,3999576,3.7,554352,84,572832,4629013,2437694,0
315,1693871,21.1,427241,24,6226396,4352660,178788,0
501,1768468,23.8,550219,60,4982817,1575018,813582,0
746,259835,11.6,2974426,36,7869779,4984360,381553,0
390,4868479,0.7,615599,48,1756778,1376884,851789,0
812,2283371,24.5,1165713,36,5276377,4122265,1127830,0
443,4027744,6.2,1765983,120,1076174,505024,1294090,1
598,3596869,10.2,585785,48,4721114,1552313,967622,0
422,880520,18.8,1355200,48,849418,2886766,1634278,0
579,4046475,3.0,2728855,120,7264530,4838927,659036,0
571,2841458,2.2,3889823,60,3327908,1328267,1043348,1
303,3100675,0.8,1905737,24,2039632,2161929,2520387,1
641,1161516,27.5,2999552,24,7876043,4214266,1686704,0
772,4264997,9.3,2144051,36,531698,2361405,80645,0
862,4672002,19.8,1891923,12,6399155,3413834,984808,0
498,2151210,29.7,2106093,60,4079759,2091611,2488033,1
829,643891,20.1,3836263,48,5500849,19574,540462,1
828,4274106,15.8,284819,12,2082789,1415464,2765041,0
894,4459485,15.6,2077857,36,7050784,2828373,887621,0
524,2631072,11.3,252952,84,3608653,97331,1890333,0
811,2979914,18.0,3506359,120,3348461,1159173,1425035,1
639,1270573,28.8,2424612,120,3650399,4765538,1876051,0
335,523871,23.6,236641,120,2371073,76835,2392079,1
462,4731900,12.7,2514265,60,2550654,1236908,447053,0
703,2518196,10.0,1771099,120,1120792,3096836,1056638,0
396,1519860,26.5,236339,120,3890597,2815361,1704953,0
561,3527517,4.1,3914157,60,3797813,1024572,781797,0
765,325767,25.5,1544835,36,3041215,297955,1125523,1
390,583712,7.7,143967,120,7884887,4498179,2657521,0
598,1364835,21.5,2470763,36,904474,2754147,687149,1
429,2363115,24.2,1532425,24,7282321,2866904,569138,0
622,1960100,14.3,2643889,12,6933806,288637,1749989,1
444,1099265,5.8,691313,48,178112,1045925,299227,1
880,1886478,25.3,3321690,12,5610190,364573,3571,0
346,1802775,11.0,1709003,12,1673556,4895638,2608909,0
879,2718404,9.6,1711892,24,330470,3848736,829238,0
775,2901160,15.3,3224838,48,6888071,2732208,361434,0
814,4439009,13.1,2215618,48,926291,3404324,1968126,0
811,4072537,20.5,55318,48,2391147,827361,1442722,0
412,1603223,4.1,2335314,48,772115,4941201,1365122,1
859,4532805,13.1,2601406,120,1135631,2586211,1315114,0
657,2699699,26.8,1282579,24,493948,2583057,436921,0
878,1100853,1.1,764005,48,6738846,4796746,2575626,0
827,1832667,13.7,262610,60,472454,479702,3954,0
648,3760460,19.8,3392625,24,6073956,2121051,1449528,0
525,4144511,26.6,66692,24,1256898,441395,811318,0
370,1995797,17.8,2354651,12,7319238,2126727,1925194,1
360,956487,24.7,3352696,36,6782956,1335932,1647178,1
534,1121057,6.7,1440897,24,6625867,2305634,1154581,0
787,696849,10.6,840915,24,2386696,3509964,1603637,0
603,3553941,28.3,2874055,24,6265172,1400518,680997,0
589,2614377,26.6,2539506,60,1772642,256012,393215,0
446,2365678,16.7,108829,84,4917652,808918,2715917,0
639,3425061,14.3,2329338,48,7355169,3578904,1841092,0
683,4177598,13.5,51530,12,5787949,2894639,1961495,0
890,4018521,1.8,1628551,84,2156766,4893252,2996774,0
738,858294,26.8,1251014,24,5907850,4471001,2712410,0
664,3030199,24.5,3342299,12,7066564,805589,1754601,1
846,4436067,13.7,3910247,48,7114503,3678649,2377048,0
555,3914479,8.4,2808687,36,5913377,451520,1582915,0
861,1781181,10.3,2950990,36,5858744,480937,713705,0
522,2085008,3.7,139828,120,6278700,3965754,1867899,0
376,4472941,21.7,302745,12,5891675,2004245,2739159,0
550,357764,16.7,3117942,12,1069926,4988375,2639013,1
377,2722015,7.0,1741490,60,6432650,26479,1515553,0
371,757276,18.7,2052645,36,1439766,2513066,2837998,1
829,4494023,29.4,2783390,84,4450839,1539702,592712,0
777,385868,3.7,1420726,12,2715657,4927071,123100,0
432,312277,13.8,2743308,36,1704230,3346883,1209765,1
803,1778929,14.8,2921195,24,2255353,3859410,614981,1
341,1160796,5.0,999482,12,676339,1451171,2873003,1
470,2578358,15.9,2759959,48,3517256,4472361,347292,0
724,1637932,18.2,719150,84,3352348,4202792,1603894,0
482,1910324,4.7,1276823,24,3227458,3920185,2317062,0
739,2911626,4.6,3131582,84,733485,2386921,332606,0
825,2890878,25.7,3933004,48,4854437,4609777,136688,0
339,4687670,9.3,305292,48,1354432,3345841,1660798,0
314,2506924,18.9,2612399,120,6847311,328547,2707905,1
864,2908312,18.8,2300541,36,190720,104684,48879,0
612,3454126,25.2,2442830,24,442144,3414052,61666,0
604,1036316,22.2,3157876,84,2401650,1249602,2776547,1
578,3401419,25.2,326027,12,3263082,4486631,1807641,0
560,4337175,18.8,2970058,120,7759983,3648901,2104198,0
714,1726708,13.5,1153309,84,4202421,4040327,826728,0
648,1056032,11.8,659462,120,3031450,3499130,937012,0
398,1861829,11.4,1815547,48,6700850,2835321,1411691,1
676,1520186,12.6,156754,60,1927141,4318750,642117,0
701,3008710,3.9,2540972,120,7176034,1486165,1325658,0
368,4345933,12.7,2282515,12,3227596,2641864,2861944,1
526,3062876,11.7,2075416,36,2501718,1490712,2246680,1
775,802455,1.0,170747,48,2410708,568384,2607229,1
671,1710559,8.3,3063980,60,77541,4376656,1489926,1
381,3508713,22.6,188922,60,5391015,2485082,2362524,0
324,1785526,17.3,1087142,120,4618355,269421,1263662,0
649,3014677,24.2,1613793,48,5075734,4125894,1852318,0
577,3531416,16.3,2823520,24,5214604,4707185,2190832,0
877,1780005,25.6,1660501,24,218743,3308489,2474598,1
613,3307572,23.9,3275559,84,7021240,1635299,2777421,0
859,2110959,2.9,3740814,48,4090585,4297182,316499,0
428,848243,29.3,3071948,60,5531334,3694356,2381767,1
568,1986473,0.4,203660,48,289597,1424052,2129014,0
383,2317001,17.9,3094844,84,6088370,1650149,2210151,1
645,211457,23.8,864490,24,5418906,4938960,44045,0
413,4484990,10.0,3559603,24,2947442,4766507,1463166,0
595,2733872,18.0,3915666,84,7486467,3382276,2882553,1
506,374267,10.9,382505,48,5205432,182370,2700648,0
411,4366362,1.8,439558,84,7259903,1148088,692520,0
358,4304787,0.3,2803907,12,6572926,1766594,1458940,0
607,257833,2.8,616077,24,1645697,2679659,2591721,1
869,983255,3.0,3876279,120,7971788,4337306,2790858,1
419,1946212,18.3,2184138,84,5941161,4241233,993435,0
543,2634793,15.8,2315920,12,1517688,1370282,2408767,1
434,3683664,13.7,3448183,84,6344528,543786,2504285,1
786,2236815,20.8,908399,12,3432022,1378097,450780,0
549,3136244,0.5,2245334,12,6914941,1176569,95881,0
885,248620,8.1,3995078,120,1386463,4493759,140976,1
447,3360988,23.3,137168,12,2076789,71238,436106,0
348,4593906,27.3,739975,36,2781002,4152912,2222567,0
650,2725799,13.2,627039,12,3606679,3284106,1168538,0
691,2383641,2.4,1375453,60,5050471,528856,2057518,0
895,1626168,24.0,563207,12,1772035,3425360,269604,0
823,4780488,26.6,729645,36,5644629,2900900,1806267,0
831,359375,12.4,3418102,36,194475,18705,2235266,1
681,1576371,7.3,1884826,60,2648076,1116976,2928718,0
516,865798,1.3,1464288,48,5272101,1740127,957895,1
557,4358124,17.7,1704560,24,2119208,1075691,1636209,0
